fileName,predLabel_vgg,actualLabel_vgg,RealFake_vgg,predLabel_fab
FF_orig/000.npy_0,FF_000,FF_000,real,FF_000
FF_orig/000.npy_1,FF_000,FF_000,real,FF_000
FF_orig/000.npy_2,FF_000,FF_000,real,FF_000
FF_orig/000.npy_3,FF_000,FF_000,real,FF_000
FF_orig/000.npy_4,FF_000,FF_000,real,FF_000
FF_orig/000.npy_5,FF_000,FF_000,real,FF_000
FF_orig/000.npy_6,FF_000,FF_000,real,FF_000
FF_orig/000.npy_7,FF_000,FF_000,real,FF_000
FF_orig/000.npy_8,FF_000,FF_000,real,FF_000
FF_orig/000.npy_9,FF_000,FF_000,real,FF_000
FF_orig/000.npy_10,FF_000,FF_000,real,FF_000
FF_orig/000.npy_11,FF_000,FF_000,real,FF_000
FF_orig/000.npy_12,FF_000,FF_000,real,FF_000
FF_orig/000.npy_13,FF_000,FF_000,real,FF_000
FF_orig/000.npy_14,FF_000,FF_000,real,FF_000
FF_orig/000.npy_15,FF_000,FF_000,real,FF_000
FF_orig/000.npy_16,FF_000,FF_000,real,FF_000
FF_orig/000.npy_17,FF_000,FF_000,real,FF_000
FF_orig/000.npy_18,FF_000,FF_000,real,FF_000
FF_orig/000.npy_19,FF_000,FF_000,real,FF_000
FF_orig/000.npy_20,FF_000,FF_000,real,FF_000
FF_orig/000.npy_21,FF_000,FF_000,real,FF_000
FF_orig/000.npy_22,FF_000,FF_000,real,FF_000
FF_orig/000.npy_23,FF_000,FF_000,real,FF_000
FF_orig/000.npy_24,FF_000,FF_000,real,FF_000
FF_orig/000.npy_25,FF_000,FF_000,real,FF_000
FF_orig/000.npy_26,FF_000,FF_000,real,FF_000
FF_orig/000.npy_27,FF_000,FF_000,real,FF_000
FF_orig/000.npy_28,FF_000,FF_000,real,FF_000
FF_orig/000.npy_29,FF_000,FF_000,real,FF_000
FF_orig/000.npy_30,FF_000,FF_000,real,FF_000
FF_orig/000.npy_31,FF_000,FF_000,real,FF_000
FF_orig/000.npy_32,FF_000,FF_000,real,FF_000
FF_orig/000.npy_33,FF_000,FF_000,real,FF_000
FF_orig/000.npy_34,FF_000,FF_000,real,FF_000
FF_orig/000.npy_35,FF_000,FF_000,real,FF_000
FF_orig/000.npy_36,FF_000,FF_000,real,FF_000
FF_orig/000.npy_37,FF_000,FF_000,real,FF_000
FF_orig/001.npy_0,FF_001,FF_001,real,FF_001
FF_orig/001.npy_1,FF_001,FF_001,real,FF_001
FF_orig/001.npy_2,FF_001,FF_001,real,FF_001
FF_orig/001.npy_3,FF_001,FF_001,real,FF_001
FF_orig/001.npy_4,FF_001,FF_001,real,FF_001
FF_orig/001.npy_5,FF_001,FF_001,real,FF_001
FF_orig/001.npy_6,FF_001,FF_001,real,FF_001
FF_orig/001.npy_7,FF_001,FF_001,real,FF_001
FF_orig/001.npy_8,FF_001,FF_001,real,FF_001
FF_orig/001.npy_9,FF_001,FF_001,real,FF_001
FF_orig/001.npy_10,FF_001,FF_001,real,FF_001
FF_orig/001.npy_11,FF_001,FF_001,real,FF_001
FF_orig/001.npy_12,FF_001,FF_001,real,FF_001
FF_orig/001.npy_13,FF_001,FF_001,real,FF_001
FF_orig/001.npy_14,FF_001,FF_001,real,FF_001
FF_orig/001.npy_15,FF_001,FF_001,real,FF_001
FF_orig/001.npy_16,FF_001,FF_001,real,FF_001
FF_orig/001.npy_17,FF_001,FF_001,real,FF_001
FF_orig/001.npy_18,FF_001,FF_001,real,FF_001
FF_orig/001.npy_19,FF_001,FF_001,real,FF_001
FF_orig/001.npy_20,FF_001,FF_001,real,FF_001
FF_orig/001.npy_21,FF_001,FF_001,real,FF_001
FF_orig/001.npy_22,FF_001,FF_001,real,FF_001
FF_orig/001.npy_23,FF_001,FF_001,real,FF_001
FF_orig/001.npy_24,FF_001,FF_001,real,FF_001
FF_orig/001.npy_25,FF_001,FF_001,real,FF_001
FF_orig/001.npy_26,FF_001,FF_001,real,FF_001
FF_orig/001.npy_27,FF_001,FF_001,real,FF_001
FF_orig/001.npy_28,FF_001,FF_001,real,FF_001
FF_orig/001.npy_29,FF_001,FF_001,real,FF_001
FF_orig/001.npy_30,FF_001,FF_001,real,FF_001
FF_orig/001.npy_31,FF_001,FF_001,real,FF_001
FF_orig/001.npy_32,FF_001,FF_001,real,FF_001
FF_orig/001.npy_33,FF_001,FF_001,real,FF_001
FF_orig/001.npy_34,FF_001,FF_001,real,FF_001
FF_orig/001.npy_35,FF_001,FF_001,real,FF_001
FF_orig/001.npy_36,FF_001,FF_001,real,FF_001
FF_orig/001.npy_37,FF_001,FF_001,real,FF_001
FF_orig/001.npy_38,FF_001,FF_001,real,FF_001
FF_orig/001.npy_39,FF_001,FF_001,real,FF_001
FF_orig/001.npy_40,FF_001,FF_001,real,FF_001
FF_orig/001.npy_41,FF_001,FF_001,real,FF_001
FF_orig/001.npy_42,FF_001,FF_001,real,FF_001
FF_orig/001.npy_43,FF_001,FF_001,real,FF_001
FF_orig/001.npy_44,FF_001,FF_001,real,FF_001
FF_orig/001.npy_45,FF_001,FF_001,real,FF_001
FF_orig/002.npy_0,FF_002,FF_002,real,FF_002
FF_orig/002.npy_1,FF_002,FF_002,real,FF_002
FF_orig/002.npy_2,FF_002,FF_002,real,FF_002
FF_orig/002.npy_3,FF_002,FF_002,real,FF_002
FF_orig/002.npy_4,FF_002,FF_002,real,FF_002
FF_orig/002.npy_5,FF_002,FF_002,real,FF_002
FF_orig/002.npy_6,FF_002,FF_002,real,FF_002
FF_orig/002.npy_7,FF_002,FF_002,real,FF_002
FF_orig/002.npy_8,FF_002,FF_002,real,FF_002
FF_orig/002.npy_9,FF_002,FF_002,real,FF_002
FF_orig/002.npy_10,FF_002,FF_002,real,FF_002
FF_orig/002.npy_11,FF_002,FF_002,real,FF_002
FF_orig/002.npy_12,FF_002,FF_002,real,FF_002
FF_orig/002.npy_13,FF_002,FF_002,real,FF_002
